,track_name,artist_name,energy,key,speechiness,acousticness,instrumentalness,liveness
325,Crush,Tessa Violet,0.402,1,0.0857,0.0297,0.00018,0.0801
326,Mr. Blue Sky,Electric Light Orchestra,0.338,10,0.0329,0.652,3.73e-06,0.248
327,Myron,Lil Uzi Vert,0.654,8,0.298,0.055,0.0,0.214
328,I'm Looking for Mrs. Bubblegum,Memetown,0.39,1,0.302,0.214,6.06e-06,0.058
329,Partition,Beyoncé,0.441,11,0.283,0.029,0.0707,0.306
330,Lets Link,WhoHeem,0.683,10,0.165,0.00667,0.0,0.241
331,Are You Bored Yet? (feat. Clairo),Wallows,0.683,8,0.0287,0.156,2.32e-05,0.273
332,Trampoline,SHAED,0.412,7,0.0301,0.488,0.00016,0.0659
333,Paper Planes,M.I.A.,0.848,2,0.222,0.033,7.46e-05,0.65
334,She Belongs to the Streets (Toxic),Rontae Don't Play,0.296,1,0.907,0.00348,0.0,0.176
335,OUT WEST (feat. Young Thug),JACKBOYS,0.591,8,0.225,0.0104,0.0,0.196
336,Breathe,Years & Years,0.486,10,0.0344,0.222,1.41e-06,0.123
337,Yellow Hearts,Ant Saunders,0.438,7,0.0719,0.177,0.0,0.0743
338,Needs,Verzache,0.601,11,0.116,0.189,0.0002,0.426
339,"Sofia the First Main Title Theme - From ""Sofia the First""",Cast - Sofia the First,0.789,4,0.0489,0.423,0.0,0.13
340,Mi Pan Su Su Sum,Miel Pops,0.375,3,0.493,0.27,0.0,0.269
341,Wasabi,Little Mix,0.656,2,0.115,0.00451,0.000854,0.143
342,CITY OF ANGELS,24kGoldn,0.541,0,0.0493,0.042,0.0,0.0675
343,Rags to Riches,YoungBoy Never Broke Again,0.604,1,0.114,0.0838,0.0,0.261
344,Hatchback,Cochise,0.692,2,0.0555,0.0221,0.0,0.224
345,VIBEZ,DaBaby,0.652,1,0.307,0.113,0.0,0.107
346,Obnimi (Remix),Okean Elzi,0.845,7,0.0856,0.199,0.00762,0.372
347,All About Cake (feat. Coi Leray & Kaash Paige),KyleYouMadeThat,0.521,1,0.443,0.213,3.87e-05,0.175
348,Lose Control,MEDUZA,0.526,10,0.0415,0.129,0.0,0.14
349,Coño,Puri,0.573,0,0.253,0.00739,0.0149,0.0845
350,Grow A Pear,Kesha,0.667,0,0.0508,0.0154,0.000341,0.125
351,Say So - Japanese Version,Rainych,0.668,2,0.0444,0.775,5.23e-06,0.224
352,Photo ID,Remi Wolf,0.66,1,0.0819,0.111,0.0,0.143
353,TROLLZ (with Nicki Minaj),6ix9ine,0.422,1,0.294,0.0319,0.00011,0.11
354,Working Bitch,Ashnikko,0.392,3,0.0563,0.0374,0.0,0.107
355,Like That (feat. Gucci Mane),Doja Cat,0.498,4,0.18,0.239,0.0,0.0967
356,Rags2Riches 2 (feat. Lil Baby),Rod Wave,0.443,5,0.241,0.147,0.0,0.124
357,Work Out,J. Cole,0.427,2,0.106,0.0531,0.0,0.307
358,The Box,Roddy Ricch,0.586,10,0.0559,0.104,0.0,0.79
359,Calabria 2008,Enur,0.657,10,0.165,0.00833,0.0026,0.054
360,Lalala,Y2K,0.39,2,0.0846,0.178,0.0,0.137
361,Ben 10 - Theme Song,Kids Superstars,0.799,7,0.0556,0.249,0.0,0.35
362,The Dice Beat Pt. 1,Ricky Desktop,0.269,1,0.567,0.018,0.068,0.108
363,Crimewave,Crystal Castles,0.691,4,0.0403,0.184,0.0259,0.205
364,Mr. Sandman,The Chordettes,0.426,9,0.0421,0.634,0.0,0.0695
365,Toy,Netta,0.712,3,0.0678,0.0706,0.0,0.236
366,Tonight You Belong To Me,Patience & Prudence,0.32,10,0.0289,0.954,0.0,0.0948
367,It Won't Stop (feat. Chris Brown) - EP Version,Sevyn Streeter,0.574,1,0.0407,0.016,8.1e-05,0.172
368,All I Want,Olivia Rodrigo,0.43,0,0.0328,0.0902,0.0,0.0912
369,Stronger,Kanye West,0.717,10,0.153,0.00564,0.0,0.408
370,After Party,Don Toliver,0.692,5,0.0376,0.00981,0.331,0.603
371,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,0.705,1,0.299,0.000813,0.0,0.128
372,Take It Off,Kesha,0.675,5,0.0286,4.14e-05,0.00126,0.0867
373,3 Musketeers,NextYoungin,0.617,0,0.0847,0.258,0.0,0.122
374,Heal Me,Lady Gaga,0.544,9,0.0593,0.0481,0.0,0.0916
375,Queen of Disaster,Scarlett Rose,0.316,9,0.0357,0.631,0.0,0.387
376,Leave Em Alone,Quality Control,0.747,6,0.296,0.0189,7.35e-06,0.0821
377,Hurts So Good,Astrid S,0.609,7,0.0586,0.084,0.0,0.0957
378,Confident,Justin Bieber,0.563,5,0.11,0.113,0.0,0.191
379,I'd Rather Sleep,Kero Kero Bonito,0.579,10,0.0496,0.0107,0.362,0.15
380,Coffee Breath,Sofia Mills,0.211,11,0.0404,0.974,0.0,0.0987
381,Ready or Not,Bridgit Mendler,0.872,2,0.0509,0.00351,3.84e-05,0.107
382,Toosie Slide,Drake,0.454,1,0.201,0.321,6.15e-06,0.114
383,Roses - Imanbek Remix,SAINt JHN,0.724,8,0.0495,0.0167,0.0107,0.353
384,No Idea,Don Toliver,0.631,6,0.0893,0.524,0.000579,0.165
385,Go Crazy,Chris Brown,0.578,0,0.145,0.316,0.0,0.25
386,No Guidance (feat. Drake),Chris Brown,0.454,1,0.153,0.123,0.0,0.155
387,Please Mr. Postman - Single Version / Mono,The Marvelettes,0.776,2,0.0312,0.729,0.0,0.181
388,Get Up (feat. Chamillionaire),Ciara,0.595,1,0.109,0.0248,5.14e-06,0.0405
389,Lay All Your Love On Me,ABBA,0.701,0,0.0281,0.0187,0.0464,0.251
390,Vibe (If I Back It Up),Cookiee Kawaii,0.568,10,0.344,0.0635,0.00932,0.118
391,Something New (feat. Ty Dolla $ign),Wiz Khalifa,0.635,7,0.0809,0.0935,0.0,0.0892
392,Magic In The Hamptons (feat. Lil Yachty),Social House,0.479,1,0.0385,0.66,0.0,0.0914
393,Watermelon Sugar,Harry Styles,0.816,0,0.0465,0.122,0.0,0.335
394,Paradise,Coldplay,0.585,5,0.0268,0.0509,8.75e-05,0.0833
395,Cyber Sex,Doja Cat,0.657,8,0.0921,0.318,3.62e-06,0.0754
396,We Know,Lin-Manuel Miranda,0.484,11,0.523,0.312,0.0,0.127
397,All The Stars (with SZA),Kendrick Lamar,0.633,8,0.0597,0.0605,0.000194,0.0926
398,Because Of You,Ne-Yo,0.538,0,0.0356,0.528,0.0,0.0951
399,Chanel,Frank Ocean,0.503,0,0.237,0.874,0.0,0.112
400,Round of Applause,K'ron,0.656,11,0.0678,0.494,0.0,0.36
401,Daisy,Ashnikko,0.663,8,0.133,0.235,0.0,0.372
402,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",Bee Gees,0.683,7,0.0383,0.163,0.00013,0.847
403,Won't Bite (feat. Smino),Doja Cat,0.783,5,0.0964,0.351,0.0,0.14
404,Heads Will Roll - A-Trak Remix,Yeah Yeah Yeahs,0.614,1,0.0838,0.00685,0.334,0.0708
405,Just Can’t Get Enough,Black Eyed Peas,0.628,0,0.179,0.186,0.0,0.105
406,Drugs,UPSAHL,0.415,6,0.174,0.35,0.0,0.063
407,SUGAR,BROCKHAMPTON,0.538,1,0.0638,0.449,0.0,0.19
408,Y U Gotta B Like That,Audrey Mika,0.413,9,0.0702,0.287,0.0,0.0565
409,Take Your Man,Mahogany Lox,0.658,0,0.108,0.411,0.000738,0.0809
410,Save Your Tears,The Weeknd,0.826,0,0.0309,0.0212,1.24e-05,0.543
411,Love Songs,Kaash Paige,0.355,5,0.0906,0.83,0.000938,0.11
412,GOOBA,6ix9ine,0.688,1,0.341,0.0264,0.0,0.251
413,Bored In The House,Tyga,0.372,1,0.321,0.0202,9.6e-06,0.0948
414,Bound 2,Kanye West,0.665,1,0.0465,0.145,0.0,0.113
415,Still into You,Paramore,0.923,5,0.044,0.0098,0.0,0.0561
416,Don't Wanna Fall In Love,KYLE,0.617,0,0.275,0.0151,0.0,0.356
417,prom dress,mxmtoon,0.674,10,0.0446,0.698,0.0,0.123
418,fast,Sueco,0.503,7,0.22,0.164,0.0132,0.102
419,High Fashion (feat. Mustard),Roddy Ricch,0.499,11,0.114,0.269,0.0,0.3
420,Knock at the Door,Playsongs People,0.151,7,0.883,0.821,4.98e-05,0.0867
421,Be My Baby,The Ronettes,0.771,4,0.0402,0.168,0.0,0.0895
422,Something For Your M.I.N.D.,Superorganism,0.542,2,0.131,0.132,0.00117,0.199
423,Mary Jane (All Night Long),Mary J. Blige,0.298,5,0.0542,0.125,3.19e-05,0.0678
424,Electric Feel,MGMT,0.803,1,0.0351,0.0709,0.285,0.348
425,Savage Remix (feat. Beyoncé),Megan Thee Stallion,0.743,10,0.28,0.016,0.0,0.127
426,Dancing in My Room,347aidan,0.413,8,0.101,0.671,7.95e-05,0.17
427,20 Min,Lil Uzi Vert,0.75,8,0.117,0.109,0.0,0.174
428,Throw That Back Like a Cadillac,El Memer,0.627,7,0.639,0.0758,0.0,0.108
429,Gangsta,Kehlani,0.446,10,0.0433,0.102,0.0,0.321
430,Monster,Lady Gaga,0.801,9,0.0441,0.00124,0.0,0.479
431,My Ordinary Life,The Living Tombstone,0.827,9,0.042,0.00533,0.338,0.217
432,Walked In,Ultradiox,0.538,2,0.394,0.123,0.0,0.0848
433,Lemonade,Internet Money,0.66,1,0.079,0.256,0.0,0.111
434,F2020,Avenue Beat,0.597,2,0.207,0.587,3.62e-06,0.112
435,Desperado,Rihanna,0.61,0,0.0439,0.323,0.0,0.102
436,Tap In,Saweetie,0.696,10,0.204,0.00576,0.000498,0.0754
437,Good Form (feat. Lil Wayne) - Remix,Nicki Minaj,0.733,7,0.178,0.0533,0.000115,0.102
438,Island In The Sun,Weezer,0.81,4,0.0288,0.00719,0.00251,0.165
439,Deep End Freestyle,Sleepy Hallow,0.479,4,0.44,0.703,0.0,0.102
440,Ramalama (Bang Bang),Róisín Murphy,0.655,9,0.0363,0.205,0.000535,0.1
441,Outside (feat. Ellie Goulding),Calvin Harris,0.823,2,0.0394,0.213,0.0,0.322
442,Only The Young - Featured in Miss Americana,Taylor Swift,0.78,5,0.0517,0.00244,0.0,0.0714
443,Wet (She Got That…),YFN Lucci,0.642,1,0.194,0.238,0.0,0.359
444,Walk Man,Tiny Meat Gang,0.696,4,0.0866,0.331,0.000119,0.121
445,Marlboro Nights,Lonely God,0.825,2,0.278,0.00166,0.000284,0.361
446,Aesthetic,Xilo,0.594,0,0.43,0.965,0.255,0.129
447,Paris,Else,0.583,8,0.027,0.023,0.582,0.0809
448,Do It,Chloe x Halle,0.668,5,0.055,0.0932,2.33e-06,0.112
449,Hello?,Clairo,0.473,10,0.0607,0.641,0.000459,0.0939
450,Yellow Hearts (feat. Audrey Mika),Ant Saunders,0.401,7,0.22,0.464,0.0,0.0657
451,Love Story (Taylor’s Version),Taylor Swift,0.79,2,0.0311,0.135,3.97e-06,0.0989
452,Another Day Of Sun,La La Land Cast,0.742,8,0.0528,0.0162,3.98e-06,0.653
453,iSpy (feat. Lil Yachty),KYLE,0.653,7,0.289,0.378,0.0,0.229
454,Vibin',Kesh Kesh,0.805,11,0.154,0.00478,1.09e-06,0.0887
455,Hungry Hippo,Tierra Whack,0.61,4,0.0488,0.0227,0.00744,0.102
456,Becky,Championxiii,0.439,4,0.338,0.00506,0.0,0.092
457,Kraazy,Likybo,0.701,6,0.237,0.314,0.0,0.123
458,Kream (feat. Tyga),Iggy Azalea,0.425,10,0.137,0.0335,4.36e-06,0.108
459,Let Go,Ark Patrol,0.436,0,0.0351,0.67,0.263,0.294
460,Lost,Frank Ocean,0.603,8,0.226,0.0272,0.000503,0.167
461,Still Don't Know My Name,Labrinth,0.63,5,0.117,0.471,0.262,0.205
462,Disco Inferno,50 Cent,0.659,3,0.231,0.206,7.88e-05,0.279
463,Famous (I'm The One) (feat. Yo Gotti & DeJ Loaf),Mozzy,0.612,11,0.211,0.00185,0.0,0.308
464,Marry Me,Rasheeda,0.637,8,0.0572,0.0476,6.15e-05,0.35
465,TKN (feat. Travis Scott),ROSALÍA,0.509,0,0.467,0.192,1.49e-06,0.115
466,Do It Again,Pia Mia,0.564,8,0.047,0.0266,0.0,0.0874
467,223's (feat. 9lokknine),YNW Melly,0.547,0,0.333,0.0388,0.0,0.0924
468,VALENTINO,24kGoldn,0.717,9,0.179,0.199,0.0,0.132
469,May I,Flo Milli,0.78,1,0.202,0.0828,0.0,0.0857
470,THICK (feat. Megan Thee Stallion) - Remix,DJ Chose,0.747,4,0.365,0.0288,0.0,0.273
471,Rake It Up (feat. Nicki Minaj),Yo Gotti,0.444,1,0.344,0.022,0.0,0.137
472,Crisis,Jasiah,0.794,10,0.344,0.263,0.00324,0.0996
473,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,0.854,8,0.177,0.016,4.95e-05,0.117
474,Rags2Riches 2 (feat. Lil Baby),Rod Wave,0.443,5,0.241,0.147,0.0,0.124
475,Ponteme Despalda,Nfasis,0.766,0,0.07,0.0181,0.00172,0.342
476,When She Loved Me,Lyn Lapid,0.0458,4,0.0762,0.973,0.0,0.0963
477,Say It Right,Nelly Furtado,0.872,1,0.139,0.0476,0.00112,0.0543
478,To the Right,Devour,0.671,0,0.0724,0.204,0.0,0.178
479,Let It Happen,Tame Impala,0.881,1,0.0443,0.00462,0.0266,0.111
480,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,0.658,1,0.079,0.25,0.0,0.111
481,Let's Do It Again,J Boog,0.696,0,0.211,0.578,0.0,0.0784
482,SLOW DANCING IN THE DARK,Joji,0.479,3,0.0261,0.544,0.00598,0.191
483,hate u love u,Olivia O'Brien,0.416,6,0.174,0.656,0.0,0.0981
484,Laxed – Siren Beat,Jawsh 685,0.62,0,0.11,0.0577,0.692,0.318
485,Get It Together,Drake,0.721,5,0.0514,0.0945,0.391,0.104
486,Pocketful of Sunshine,Natasha Bedingfield,0.88,9,0.0454,0.191,0.0,0.0769
487,Always Forever,Cults,0.742,8,0.0485,0.00181,0.281,0.198
488,Party Party Party (feat. Chris Brown & Dej Loaf),DJ Carisma,0.602,7,0.183,0.00376,3.34e-05,0.318
489,Interior Crocodile Alligator,Chip Tha Ripper,0.727,1,0.487,0.0136,0.0,0.259
490,One Wish,Ray J,0.652,5,0.28,0.278,0.0,0.339
491,Baby I'm Yours,Breakbot,0.792,2,0.0668,0.726,5.83e-06,0.122
492,Cha Cha,Freddie Dredd,0.698,1,0.172,0.489,0.0788,0.127
493,Go Go Go Who's Next?,Hip Hop Harry,0.738,10,0.323,0.113,0.000209,0.112
494,No Role Modelz,J. Cole,0.521,10,0.339,0.324,0.0,0.0534
495,Addison Rae,The Kid LAROI,0.49,5,0.129,0.0155,0.0,0.109
496,WHATS POPPIN,Jack Harlow,0.604,11,0.245,0.017,0.0,0.272
497,Cheryl,Yung Gravy,0.698,0,0.33,0.0477,1.46e-06,0.184
498,Ultralight Beam,Kanye West,0.403,0,0.414,0.62,0.0,0.54
499,Mr. Clean,Yung Gravy,0.701,9,0.162,0.685,6.22e-06,0.114
500,feel something,Bea Miller,0.415,0,0.0707,0.242,0.000156,0.319
501,Rodeo,Lil Nas X,0.679,9,0.0324,0.139,6.98e-05,0.465
502,Then Leave (feat. Queendom Come),BeatKing,0.568,2,0.476,0.0656,0.000105,0.0521
503,I Wanna Love You,Akon,0.501,9,0.0433,0.0164,0.0,0.272
504,Everybody Talks,Neon Trees,0.924,8,0.0586,0.00301,0.0,0.313
505,Can't Leave 'Em Alone (feat. 50 Cent),Ciara,0.696,1,0.361,0.209,0.0,0.0516
506,Moment 4 Life,Nicki Minaj,0.881,11,0.237,0.406,0.0,0.242
507,We R Who We R,Kesha,0.817,8,0.0407,0.00987,0.00167,0.117
508,Give Your Heart a Break,Demi Lovato,0.695,6,0.0487,0.23,0.0,0.144
509,Lucky,Britney Spears,0.791,8,0.0317,0.262,0.000154,0.0669
510,Buttons,The Pussycat Dolls,0.821,2,0.267,0.178,0.0,0.289
511,Get Busy,Sean Paul,0.824,10,0.036,0.615,0.0,0.158
512,ROCKSTAR (feat. Roddy Ricch),DaBaby,0.69,11,0.164,0.247,0.0,0.101
513,Who Says,Selena Gomez & The Scene,0.927,4,0.0479,0.0843,0.0,0.149
514,Crystal Dolphin,Engelwood,0.776,9,0.179,0.33,0.000445,0.41
515,STAY (with Justin Bieber),The Kid LAROI,0.764,1,0.0483,0.0383,0.0,0.103
516,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,0.696,0,0.119,0.321,0.0,0.42
517,edamame (feat. Rich Brian),bbno$,0.848,4,0.115,0.023,0.000162,0.0265
518,Here's Your Perfect,Jamie Miller,0.454,6,0.0551,0.499,0.0,0.146
519,It's You,Sezairi,0.456,8,0.0317,0.545,0.0,0.114
520,Take You Dancing,Jason Derulo,0.711,2,0.041,0.0332,0.0,0.0876
521,It's Only Me - Studio Version,Kaleb J,0.298,4,0.0385,0.31,0.0,0.117
522,Reckless,Madison Beer,0.426,3,0.0363,0.807,0.0,0.14
523,deja vu,Olivia Rodrigo,0.612,2,0.112,0.584,5.7e-06,0.37
524,Paradise,Bazzi,0.644,11,0.0479,0.0828,0.0,0.113
525,Never (feat. OMI),Marcus & Martinus,0.595,8,0.179,0.279,0.0,0.241
526,Need to Know,Doja Cat,0.609,1,0.0707,0.304,0.0,0.0926
527,Into Your Arms (feat. Ava Max),Witt Lowry,0.788,3,0.215,0.0134,0.0,0.363
528,Apollo,Nightcore High,0.611,1,0.0994,0.117,0.0,0.111
529,Dễ Đến Dễ Đi,Quang Hùng MasterD,0.444,10,0.0441,0.752,0.0393,0.0979
530,Dinero,Trinidad Cardona,0.782,2,0.0674,0.00772,0.0,0.107
531,Tutu,Camilo,0.832,9,0.0503,0.273,0.0,0.0665
532,Know Me Too Well,New Hope Club,0.698,1,0.0388,0.427,0.0,0.0654
533,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,0.795,9,0.0976,0.0319,0.0,0.267
534,Beggin',Måneskin,0.8,11,0.0504,0.127,0.0,0.359
535,#BrooklynBloodPop!,SyKo,0.814,1,0.117,0.0164,0.0,0.366
536,So Big,Iyaz,0.688,6,0.0362,0.29,0.0,0.308
537,double take,dhruv,0.434,8,0.0665,0.837,0.0,0.216
538,everything sucks,vaultboy,0.371,6,0.0531,0.00772,0.0,0.0785
539,Unlock it (Lock It) - feat. Kim Petras and Jay Park,Charli XCX,0.711,9,0.0452,0.0585,1.83e-05,0.382
540,The Business,Tiësto,0.62,8,0.232,0.414,0.0192,0.112
541,good 4 u,Olivia Rodrigo,0.661,6,0.204,0.3,0.0,0.101
542,Caroline,Aminé,0.335,5,0.505,0.17,0.0,0.262
543,Ратата,Konfuz,0.524,8,0.0569,0.172,0.0,0.138
544,Build a Bitch,Bella Poarch,0.463,3,0.0367,0.217,1.77e-05,0.347
545,Cheating on You,Charlie Puth,0.535,4,0.0336,0.0131,3.65e-05,0.0982
546,Levitating,Dua Lipa,0.884,6,0.0753,0.0561,0.0,0.213
547,After School,Weeekly,0.928,1,0.0514,0.00719,2.55e-06,0.0626
548,Leave The Door Open,Bruno Mars,0.616,5,0.0324,0.182,0.0,0.0927
549,MONTERO (Call Me By Your Name),Lil Nas X,0.508,8,0.152,0.297,0.0,0.384
550,2 Phút Hơn - KAIZ Remix,Pháo,0.733,9,0.0566,0.0265,0.0109,0.063
551,晚安晚安 (DJ版),小三金,0.528,3,0.07,0.284,0.0,0.0549
552,Astronaut In The Ocean,Masked Wolf,0.695,4,0.0913,0.175,0.0,0.15
553,Kẻ Cắp Gặp Bà Già - Remix,DJ TikTok,0.677,3,0.0467,0.0391,0.611,0.332
554,SugarCrash!,ElyOtto,0.74,0,0.097,0.53,7.37e-05,0.0936
555,Stuck in the Middle,Tai Verdes,0.429,2,0.0448,0.574,0.0,0.0949
556,Please Don't Go,Mike Posner,0.882,4,0.0311,0.00296,0.0544,0.13
557,Renai Circulation (English Cover) [2012 TV Size],Lizz Robinett,0.555,4,0.085,0.252,0.0143,0.109
558,Copines,Aya Nakamura,0.787,8,0.0855,0.27,0.0,0.105
559,FACK,Eminem,0.602,1,0.0796,0.00638,0.112,0.103
560,To the Bone,Pamungkas,0.727,7,0.027,0.514,1.9e-05,0.1
561,Rasputin,Boney M.,0.752,6,0.0455,0.463,0.00102,0.595
562,Gimme More,Britney Spears,0.844,2,0.0334,0.25,0.000678,0.0723
563,The Show,Lenka,0.59,0,0.0317,0.259,0.0,0.0836
564,3 Strikes,Terror Jr,0.432,5,0.0451,0.62,0.00773,0.105
565,Yours,Raiden,0.774,8,0.0338,0.137,0.0,0.106
566,Dangerous,Kardinal Offishall,0.79,8,0.0756,0.00437,0.0,0.0816
567,Heartbreak Anniversary,Giveon,0.465,0,0.0791,0.524,1.02e-06,0.303
568,BANG BANG BANG,BIGBANG,0.843,1,0.0534,0.0167,0.0,0.346
569,Safe And Sound,Capital Cities,0.819,0,0.0316,0.000176,0.00374,0.104
570,Savage Days,Eric D,0.836,1,0.0601,0.00324,0.000663,0.0389
571,Dilemma,Nelly,0.552,2,0.14,0.227,0.000164,0.198
572,"Sit Still, Look Pretty",Daya,0.739,2,0.274,0.141,0.0,0.178
573,YRN - Remix,Eduardo Luzquiños,0.782,7,0.197,0.0241,0.00156,0.123
574,Brave,Sara Bareilles,0.836,10,0.0524,0.00502,2.1e-05,0.0425
575,At My Worst,Pink Sweat$,0.415,0,0.0349,0.777,0.0,0.131
576,Dandelions,Ruth B.,0.692,1,0.0259,0.0157,0.0,0.0864
577,drivers license,Olivia Rodrigo,0.431,10,0.0578,0.768,1.42e-05,0.106
578,happier,Olivia Rodrigo,0.443,6,0.133,0.765,9.67e-06,0.0839
579,Woman,Doja Cat,0.764,5,0.0854,0.0888,0.00294,0.117
580,Kiss Me More (feat. SZA),Doja Cat,0.705,8,0.0284,0.259,8.92e-05,0.12
581,You're Perfect,Charly Black,0.855,7,0.244,0.318,0.0,0.0517
582,My Universe,Coldplay,0.701,9,0.0402,0.00813,0.0,0.2
583,Permission to Dance,BTS,0.741,9,0.0427,0.00544,0.0,0.337
584,Butter,BTS,0.459,8,0.0948,0.00323,0.0,0.0906
585,LALISA,LISA,0.652,8,0.0898,0.0267,0.000782,0.118
586,MONEY,LISA,0.553,1,0.234,0.163,4.12e-05,0.135
587,Hair (feat. Sean Paul),Little Mix,0.801,7,0.0483,0.00628,1.5e-06,0.825
588,What You Know Bout Love,Pop Smoke,0.548,10,0.353,0.65,1.59e-06,0.133
589,My Lecon,JTL,0.821,9,0.0503,0.281,0.000316,0.0534
590,Hatchback,Cochise,0.692,2,0.0555,0.0221,0.0,0.224
591,Shower,Becky G,0.529,2,0.0487,0.0317,3.59e-05,0.285
592,Replay,Iyaz,0.751,9,0.0708,0.173,0.0,0.168
593,Love Me,Lil Wayne,0.634,11,0.0327,0.0125,0.0,0.0946
594,Hello Bitches,CL,0.884,11,0.113,0.00985,0.0,0.439
595,Life Goes On,Oliver Tree,0.49,0,0.076,0.186,0.0,0.117
596,Why,Bazzi,0.67,8,0.0374,0.353,0.0,0.103
597,GUY.exe,Superfruit,0.732,4,0.0508,0.0305,0.0,0.157
598,Young Dumb & Broke,Khalid,0.539,1,0.0421,0.199,1.66e-05,0.165
599,You Don't Know Me,Jax Jones,0.658,11,0.132,0.163,0.0,0.108
600,broken,lovelytheband,0.728,7,0.0419,0.00175,4.26e-06,0.0429
601,Hot N Cold,Katy Perry,0.841,7,0.0418,7.95e-05,0.0,0.0688
602,Who Says,Selena Gomez & The Scene,0.927,4,0.0479,0.0843,0.0,0.149
603,Habits (Stay High),Tove Lo,0.65,5,0.0315,0.0703,6.59e-05,0.0829
604,Bundles (feat. Taylor Girlz),Kayla Nicole,0.682,11,0.306,0.00152,0.0,0.0552
605,Middle,DJ Snake,0.695,9,0.0423,0.0141,0.0,0.0527
606,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,0.704,3,0.0615,0.0203,0.0,0.0501
607,Pumped Up Kicks,Madism,0.687,0,0.043,0.152,1.6e-05,0.308
608,Bad Habits,Ed Sheeran,0.897,11,0.0348,0.0469,3.14e-05,0.364
609,Pepas,Farruko,0.766,7,0.0343,0.00776,6.98e-05,0.128
610,Jalebi Baby (Tesher x Jason Derulo),Tesher,0.829,0,0.0412,0.0289,0.0,0.254
611,INFERNO,Sub Urban,0.611,9,0.122,0.0766,2.5e-05,0.0684
612,THATS WHAT I WANT,Lil Nas X,0.846,1,0.22,0.00614,0.0,0.0486
613,Savage Love (Laxed - Siren Beat),Jawsh 685,0.481,0,0.0803,0.234,0.0,0.269
614,Play Date,Melanie Martinez,0.729,5,0.0475,0.612,0.0,0.224
615,Mood (feat. iann dior),24kGoldn,0.722,7,0.0369,0.221,0.0,0.272
616,Electric Love,BØRNS,0.797,6,0.0533,0.00543,0.00137,0.26
617,Good Days,SZA,0.655,1,0.0583,0.499,8.1e-06,0.688
618,You Right,Doja Cat,0.621,8,0.0565,0.0164,0.00233,0.0845
619,idfc,blackbear,0.5,1,0.0611,0.611,4.04e-05,0.114
620,Be Kind (with Halsey),Marshmello,0.633,4,0.0457,0.00776,0.0,0.0541
621,love nwantiti (ah ah ah),CKay,0.739,8,0.0411,0.365,0.00137,0.161
622,34+35,Ariana Grande,0.585,0,0.094,0.237,0.0,0.248
623,positions,Ariana Grande,0.802,0,0.0878,0.468,0.0,0.0931
624,Eenie Meenie,Sean Kingston,0.607,1,0.0322,0.0543,0.0,0.113
625,Calling My Phone,Lil Tjay,0.393,4,0.0539,0.451,1.35e-06,0.135
626,What A Shame,Leyla Blue,0.463,0,0.475,0.315,0.0,0.0803
627,Maniac,Conan Gray,0.639,8,0.0435,0.00162,0.0,0.354
628,Fashion Week,cry,0.846,1,0.0329,0.00401,0.0913,0.05
629,Hold On,Justin Bieber,0.634,1,0.0431,0.0104,0.0,0.12
630,Somebody To You,The Vamps,0.818,3,0.0358,0.0587,0.0,0.333
631,Shouldn't Be,Luke Chiang,0.291,4,0.0326,0.738,0.0,0.115
632,Give Love,AKMU,0.706,5,0.0695,0.332,0.0,0.0752
633,PYRO,Chester Young,0.977,1,0.0668,0.143,0.0318,0.374
634,Maps,Maroon 5,0.713,1,0.0303,0.0205,0.0,0.059
635,Wildest Dreams,Taylor Swift,0.664,8,0.0741,0.0709,0.0056,0.106
636,Baby I Got Issues,U/NITISH,0.495,2,0.24,0.548,0.0,0.121
637,Motive X - Promiscuous Mix,Khlaw,0.764,0,0.0478,0.00584,1.32e-05,0.376
638,"No Guidance, Remake",Litfranse,0.505,1,0.121,0.121,0.0,0.254
639,Way Back Home,SHAUN,0.739,10,0.0327,0.405,0.000183,0.127
640,Like I Can,Sam Smith,0.627,7,0.0379,0.343,2.17e-05,0.124
641,Miss Independent,Ne-Yo,0.673,1,0.145,0.48,0.0,0.194
642,Sweet but Psycho,Ava Max,0.706,1,0.0473,0.0684,0.0,0.166
643,Say So,Doja Cat,0.673,11,0.159,0.264,3.35e-06,0.0904
644,motive (with Doja Cat),Ariana Grande,0.742,10,0.0652,0.0681,0.0,0.166
645,WFM,RealestK,0.184,1,0.0313,0.72,0.00253,0.113
646,Die Young,Kesha,0.7,1,0.046,0.00498,0.000125,0.215
647,Some,BOL4,0.799,1,0.0629,0.417,0.0,0.0562
648,dirty laundry,blackbear,0.64,0,0.0345,0.051,0.0,0.237
649,Classic,MKTO,0.79,1,0.125,0.0383,0.0,0.156
650,Where'd You Go (feat. Holly Brook & Jonah Matranga),Fort Minor,0.819,1,0.238,0.262,0.00197,0.113
651,Still into You,Paramore,0.923,5,0.044,0.0098,0.0,0.0561
