,energy,key,speechiness,acousticness,instrumentalness,liveness,popularity
492,0.698,1,0.172,0.489,0.0788,0.127,1
493,0.738,10,0.323,0.113,0.000209,0.112,1
494,0.521,10,0.339,0.324,0.0,0.0534,1
495,0.49,5,0.129,0.0155,0.0,0.109,1
496,0.604,11,0.245,0.017,0.0,0.272,1
497,0.698,0,0.33,0.0477,1.46e-06,0.184,1
498,0.403,0,0.414,0.62,0.0,0.54,1
499,0.701,9,0.162,0.685,6.22e-06,0.114,1
500,0.415,0,0.0707,0.242,0.000156,0.319,1
501,0.679,9,0.0324,0.139,6.98e-05,0.465,1
502,0.568,2,0.476,0.0656,0.000105,0.0521,1
503,0.501,9,0.0433,0.0164,0.0,0.272,1
504,0.924,8,0.0586,0.00301,0.0,0.313,1
505,0.696,1,0.361,0.209,0.0,0.0516,1
506,0.881,11,0.237,0.406,0.0,0.242,1
507,0.817,8,0.0407,0.00987,0.00167,0.117,1
508,0.695,6,0.0487,0.23,0.0,0.144,1
509,0.791,8,0.0317,0.262,0.000154,0.0669,1
510,0.821,2,0.267,0.178,0.0,0.289,1
511,0.824,10,0.036,0.615,0.0,0.158,1
512,0.69,11,0.164,0.247,0.0,0.101,1
513,0.927,4,0.0479,0.0843,0.0,0.149,1
514,0.776,9,0.179,0.33,0.000445,0.41,1
515,0.764,1,0.0483,0.0383,0.0,0.103,1
516,0.696,0,0.119,0.321,0.0,0.42,1
517,0.848,4,0.115,0.023,0.000162,0.0265,1
518,0.454,6,0.0551,0.499,0.0,0.146,1
519,0.456,8,0.0317,0.545,0.0,0.114,1
520,0.711,2,0.041,0.0332,0.0,0.0876,1
521,0.298,4,0.0385,0.31,0.0,0.117,1
522,0.426,3,0.0363,0.807,0.0,0.14,1
523,0.612,2,0.112,0.584,5.7e-06,0.37,1
524,0.644,11,0.0479,0.0828,0.0,0.113,1
525,0.595,8,0.179,0.279,0.0,0.241,1
526,0.609,1,0.0707,0.304,0.0,0.0926,1
527,0.788,3,0.215,0.0134,0.0,0.363,1
528,0.611,1,0.0994,0.117,0.0,0.111,1
529,0.444,10,0.0441,0.752,0.0393,0.0979,1
530,0.782,2,0.0674,0.00772,0.0,0.107,1
531,0.832,9,0.0503,0.273,0.0,0.0665,1
532,0.698,1,0.0388,0.427,0.0,0.0654,1
533,0.795,9,0.0976,0.0319,0.0,0.267,1
534,0.8,11,0.0504,0.127,0.0,0.359,1
535,0.814,1,0.117,0.0164,0.0,0.366,1
536,0.688,6,0.0362,0.29,0.0,0.308,1
537,0.434,8,0.0665,0.837,0.0,0.216,1
538,0.371,6,0.0531,0.00772,0.0,0.0785,1
539,0.711,9,0.0452,0.0585,1.83e-05,0.382,1
540,0.62,8,0.232,0.414,0.0192,0.112,1
541,0.661,6,0.204,0.3,0.0,0.101,1
542,0.335,5,0.505,0.17,0.0,0.262,1
543,0.524,8,0.0569,0.172,0.0,0.138,1
544,0.463,3,0.0367,0.217,1.77e-05,0.347,1
545,0.535,4,0.0336,0.0131,3.65e-05,0.0982,1
546,0.884,6,0.0753,0.0561,0.0,0.213,1
547,0.928,1,0.0514,0.00719,2.55e-06,0.0626,1
548,0.616,5,0.0324,0.182,0.0,0.0927,1
549,0.508,8,0.152,0.297,0.0,0.384,1
550,0.733,9,0.0566,0.0265,0.0109,0.063,1
551,0.528,3,0.07,0.284,0.0,0.0549,1
552,0.695,4,0.0913,0.175,0.0,0.15,1
553,0.677,3,0.0467,0.0391,0.611,0.332,1
554,0.74,0,0.097,0.53,7.37e-05,0.0936,1
555,0.429,2,0.0448,0.574,0.0,0.0949,1
556,0.882,4,0.0311,0.00296,0.0544,0.13,1
557,0.555,4,0.085,0.252,0.0143,0.109,1
558,0.787,8,0.0855,0.27,0.0,0.105,1
559,0.602,1,0.0796,0.00638,0.112,0.103,1
560,0.727,7,0.027,0.514,1.9e-05,0.1,1
561,0.752,6,0.0455,0.463,0.00102,0.595,1
562,0.844,2,0.0334,0.25,0.000678,0.0723,1
563,0.59,0,0.0317,0.259,0.0,0.0836,1
564,0.432,5,0.0451,0.62,0.00773,0.105,1
565,0.774,8,0.0338,0.137,0.0,0.106,1
566,0.79,8,0.0756,0.00437,0.0,0.0816,1
567,0.465,0,0.0791,0.524,1.02e-06,0.303,1
568,0.843,1,0.0534,0.0167,0.0,0.346,1
569,0.819,0,0.0316,0.000176,0.00374,0.104,1
570,0.836,1,0.0601,0.00324,0.000663,0.0389,1
571,0.552,2,0.14,0.227,0.000164,0.198,1
572,0.739,2,0.274,0.141,0.0,0.178,1
573,0.782,7,0.197,0.0241,0.00156,0.123,1
574,0.836,10,0.0524,0.00502,2.1e-05,0.0425,1
575,0.415,0,0.0349,0.777,0.0,0.131,1
576,0.692,1,0.0259,0.0157,0.0,0.0864,1
577,0.431,10,0.0578,0.768,1.42e-05,0.106,1
578,0.443,6,0.133,0.765,9.67e-06,0.0839,1
579,0.764,5,0.0854,0.0888,0.00294,0.117,1
580,0.705,8,0.0284,0.259,8.92e-05,0.12,1
581,0.855,7,0.244,0.318,0.0,0.0517,1
582,0.701,9,0.0402,0.00813,0.0,0.2,1
583,0.741,9,0.0427,0.00544,0.0,0.337,1
584,0.459,8,0.0948,0.00323,0.0,0.0906,1
585,0.652,8,0.0898,0.0267,0.000782,0.118,1
586,0.553,1,0.234,0.163,4.12e-05,0.135,1
587,0.801,7,0.0483,0.00628,1.5e-06,0.825,1
588,0.548,10,0.353,0.65,1.59e-06,0.133,1
589,0.821,9,0.0503,0.281,0.000316,0.0534,1
590,0.692,2,0.0555,0.0221,0.0,0.224,1
591,0.529,2,0.0487,0.0317,3.59e-05,0.285,1
592,0.751,9,0.0708,0.173,0.0,0.168,1
593,0.634,11,0.0327,0.0125,0.0,0.0946,1
594,0.884,11,0.113,0.00985,0.0,0.439,1
595,0.49,0,0.076,0.186,0.0,0.117,1
596,0.67,8,0.0374,0.353,0.0,0.103,1
597,0.732,4,0.0508,0.0305,0.0,0.157,1
598,0.539,1,0.0421,0.199,1.66e-05,0.165,1
599,0.658,11,0.132,0.163,0.0,0.108,1
600,0.728,7,0.0419,0.00175,4.26e-06,0.0429,1
601,0.841,7,0.0418,7.95e-05,0.0,0.0688,1
602,0.927,4,0.0479,0.0843,0.0,0.149,1
603,0.65,5,0.0315,0.0703,6.59e-05,0.0829,1
604,0.682,11,0.306,0.00152,0.0,0.0552,1
605,0.695,9,0.0423,0.0141,0.0,0.0527,1
606,0.704,3,0.0615,0.0203,0.0,0.0501,1
607,0.687,0,0.043,0.152,1.6e-05,0.308,1
608,0.897,11,0.0348,0.0469,3.14e-05,0.364,1
609,0.766,7,0.0343,0.00776,6.98e-05,0.128,1
610,0.829,0,0.0412,0.0289,0.0,0.254,1
611,0.611,9,0.122,0.0766,2.5e-05,0.0684,1
612,0.846,1,0.22,0.00614,0.0,0.0486,1
613,0.481,0,0.0803,0.234,0.0,0.269,1
614,0.729,5,0.0475,0.612,0.0,0.224,1
615,0.722,7,0.0369,0.221,0.0,0.272,1
616,0.797,6,0.0533,0.00543,0.00137,0.26,1
617,0.655,1,0.0583,0.499,8.1e-06,0.688,1
618,0.621,8,0.0565,0.0164,0.00233,0.0845,1
619,0.5,1,0.0611,0.611,4.04e-05,0.114,1
620,0.633,4,0.0457,0.00776,0.0,0.0541,1
621,0.739,8,0.0411,0.365,0.00137,0.161,1
622,0.585,0,0.094,0.237,0.0,0.248,1
623,0.802,0,0.0878,0.468,0.0,0.0931,1
624,0.607,1,0.0322,0.0543,0.0,0.113,1
625,0.393,4,0.0539,0.451,1.35e-06,0.135,1
626,0.463,0,0.475,0.315,0.0,0.0803,1
627,0.639,8,0.0435,0.00162,0.0,0.354,1
628,0.846,1,0.0329,0.00401,0.0913,0.05,1
629,0.634,1,0.0431,0.0104,0.0,0.12,1
630,0.818,3,0.0358,0.0587,0.0,0.333,1
631,0.291,4,0.0326,0.738,0.0,0.115,1
632,0.706,5,0.0695,0.332,0.0,0.0752,1
633,0.977,1,0.0668,0.143,0.0318,0.374,1
634,0.713,1,0.0303,0.0205,0.0,0.059,1
635,0.664,8,0.0741,0.0709,0.0056,0.106,1
636,0.495,2,0.24,0.548,0.0,0.121,1
637,0.764,0,0.0478,0.00584,1.32e-05,0.376,1
638,0.505,1,0.121,0.121,0.0,0.254,1
639,0.739,10,0.0327,0.405,0.000183,0.127,1
640,0.627,7,0.0379,0.343,2.17e-05,0.124,1
641,0.673,1,0.145,0.48,0.0,0.194,1
642,0.706,1,0.0473,0.0684,0.0,0.166,1
643,0.673,11,0.159,0.264,3.35e-06,0.0904,1
644,0.742,10,0.0652,0.0681,0.0,0.166,1
645,0.184,1,0.0313,0.72,0.00253,0.113,1
646,0.7,1,0.046,0.00498,0.000125,0.215,1
647,0.799,1,0.0629,0.417,0.0,0.0562,1
648,0.64,0,0.0345,0.051,0.0,0.237,1
649,0.79,1,0.125,0.0383,0.0,0.156,1
650,0.819,1,0.238,0.262,0.00197,0.113,1
651,0.923,5,0.044,0.0098,0.0,0.0561,1
652,0.876,3,0.0414,0.055,0.0,0.259,1
653,0.612,8,0.363,0.835,0.0,0.461,1
654,0.712,11,0.304,0.142,9.34e-05,0.148,1
655,0.353,2,0.0912,0.0866,5.78e-05,0.173,1
656,0.782,9,0.458,0.378,0.0,0.114,1
657,0.525,11,0.0944,0.44,6.7e-06,0.0921,1
658,0.609,10,0.0791,0.0928,0.0,0.139,1
659,0.682,0,0.0684,0.135,0.0,0.145,1
660,0.823,9,0.311,0.00144,0.0,0.108,1
661,0.638,10,0.0742,0.385,0.0,0.0683,1
662,0.385,7,0.297,0.614,0.0,0.131,1
663,0.538,0,0.0356,0.528,0.0,0.0951,1
664,0.84,2,0.0502,0.0164,0.00622,0.329,1
665,0.576,8,0.0967,0.654,0.0,0.0865,1
666,0.689,6,0.148,0.254,5.44e-06,0.129,1
667,0.754,0,0.0569,0.00446,0.0,0.163,1
668,0.884,1,0.0441,0.00595,1.1e-06,0.201,1
669,0.853,1,0.0372,0.0631,7.13e-05,0.082,1
670,0.694,11,0.101,0.0971,1.2e-06,0.477,1
671,0.525,1,0.0592,0.434,2.34e-05,0.108,1
672,0.673,11,0.0444,0.148,5.29e-05,0.304,1
673,0.882,7,0.117,0.0466,0.0,0.206,1
674,0.837,6,0.0491,0.00406,0.00313,0.0904,1
675,0.445,11,0.066,0.515,4.57e-06,0.102,1
676,0.831,9,0.034,0.0146,0.0,0.103,1
677,0.754,5,0.0966,0.343,2.6e-06,0.0965,1
678,0.791,7,0.0402,0.00245,0.00258,0.118,1
679,0.676,6,0.0424,0.393,6.94e-05,0.0978,1
680,0.512,1,0.0331,0.483,0.0,0.0928,1
681,0.605,6,0.109,0.00127,0.0167,0.0767,1
682,0.54,4,0.0493,0.299,0.0,0.367,1
683,0.824,10,0.0707,0.284,0.0,0.405,1
684,0.826,0,0.0309,0.0212,1.24e-05,0.543,1
685,0.559,6,0.0776,0.128,0.0,0.399,1
686,0.45,0,0.0417,0.0359,1.28e-06,0.308,1
687,0.668,8,0.267,0.245,0.0,0.0735,1
688,0.678,8,0.233,0.0472,9.14e-06,0.0654,1
689,0.798,10,0.0361,0.0162,2.34e-06,0.134,1
690,0.837,3,0.449,0.00676,0.0,0.117,1
691,0.868,3,0.0609,0.00939,0.0,0.283,1
692,0.859,5,0.137,0.0401,0.0,0.111,1
693,0.681,7,0.0435,0.0472,0.0,0.104,1
694,0.989,10,0.0434,0.015,0.357,0.184,1
695,0.741,2,0.0478,0.185,2.91e-05,0.415,1
696,0.67,7,0.0439,0.458,0.0,0.361,1
697,0.825,0,0.0325,0.0215,2.44e-05,0.0936,1
698,0.611,4,0.0467,0.0228,0.0,0.116,1
699,0.766,1,0.0383,0.025,0.00138,0.108,1
700,0.731,10,0.414,0.0292,0.0,0.369,1
701,0.65,2,0.346,0.0451,0.00758,0.111,1
702,0.501,2,0.062,0.0494,0.0695,0.436,1
703,0.494,0,0.0559,0.432,0.0,0.0869,1
704,0.71,11,0.158,0.0769,1.92e-06,0.173,1
705,0.547,10,0.055,0.72,0.00314,0.0604,1
706,0.731,6,0.0557,0.342,0.00101,0.311,1
707,0.716,10,0.0404,0.35,0.0,0.15,1
708,0.525,11,0.0944,0.44,6.7e-06,0.0921,1
709,0.743,10,0.0656,0.0995,0.0,0.335,1
710,0.317,8,0.0531,0.891,4.78e-06,0.141,1
711,0.494,1,0.0355,0.613,5.8e-05,0.402,1
712,0.764,1,0.0483,0.0383,0.0,0.103,1
713,0.783,11,0.266,0.237,0.0,0.434,1
714,0.563,8,0.102,0.0254,9.71e-06,0.113,1
715,0.912,1,0.114,0.0166,0.00362,0.273,1
716,0.772,1,0.0792,0.00524,1.15e-05,0.367,1
717,0.54,4,0.0493,0.299,0.0,0.367,1
718,0.758,11,0.084,0.0368,0.0,0.0682,1
719,0.611,4,0.0467,0.0228,0.0,0.116,1
720,0.736,4,0.0833,0.152,0.00254,0.0914,1
721,0.509,10,0.181,0.0283,0.0,0.307,1
722,0.639,0,0.0684,0.107,1.06e-05,0.446,1
723,0.907,2,0.0606,0.0921,0.114,0.23,1
724,0.707,1,0.099,0.00601,0.0,0.0946,1
725,0.817,11,0.0335,0.00272,0.0,0.0486,1
726,0.653,5,0.0361,0.0059,0.0,0.105,1
727,0.657,7,0.0768,0.0858,0.0,0.0884,1
728,0.704,3,0.0615,0.0203,0.0,0.0501,1
729,0.508,10,0.0288,0.727,0.0,0.174,1
730,0.527,11,0.147,0.00279,0.000509,0.286,1
731,0.773,0,0.153,0.038,0.0,0.113,1
732,0.65,2,0.346,0.0451,0.00758,0.111,1
733,0.848,9,0.0993,0.0811,1.12e-05,0.0889,1
734,0.456,5,0.0942,0.622,9.79e-05,0.109,1
735,0.823,7,0.0626,0.0235,0.0,0.0781,1
736,0.697,8,0.0401,0.182,0.0,0.333,1
737,0.586,10,0.0567,0.0608,0.00409,0.115,1
738,0.666,0,0.0363,0.167,0.000131,0.104,1
739,0.537,4,0.04,0.695,1.65e-05,0.0944,1
740,0.633,1,0.0419,0.267,0.0192,0.175,1
741,0.847,3,0.278,0.0584,1.11e-06,0.109,1
742,0.861,11,0.172,0.012,0.00103,0.277,1
743,0.47,2,0.0299,0.0153,0.000193,0.0851,1
744,0.753,11,0.325,0.0117,0.0,0.139,1
745,0.681,4,0.139,0.037,0.0,0.0783,1
746,0.685,10,0.409,0.135,0.0,0.4,1
747,0.745,5,0.0619,0.0449,0.0,0.0916,1
748,0.626,6,0.306,0.105,0.000335,0.0881,1
749,0.754,9,0.05,0.348,0.397,0.0784,1
750,0.895,1,0.0589,0.165,0.0,0.0501,1
751,0.656,4,0.13,0.329,0.0,0.119,1
752,0.739,8,0.0411,0.365,0.00137,0.161,1
753,0.897,11,0.0348,0.0469,3.14e-05,0.364,1
754,0.802,0,0.0541,0.00924,0.000708,0.569,1
755,0.763,6,0.0345,0.668,0.0264,0.147,1
756,0.592,2,0.415,0.431,0.0,0.426,1
757,0.728,10,0.0468,0.298,0.0,0.106,1
758,0.66,4,0.0505,0.0531,2.73e-05,0.319,1
759,0.829,0,0.03,0.0891,0.0279,0.168,1
760,0.595,8,0.0508,0.0515,2.7e-06,0.0853,1
761,0.7,4,0.0803,0.0934,0.0,0.14,1
762,0.727,11,0.0399,0.0321,0.0,0.714,1
763,0.511,11,0.0413,0.15,8.92e-06,0.059,1
764,0.508,8,0.152,0.297,0.0,0.384,1
765,0.765,6,0.0448,0.0437,0.000141,0.159,1
766,0.463,3,0.0367,0.217,1.77e-05,0.347,1
767,0.523,1,0.0602,0.433,2.07e-05,0.113,1
768,0.61,2,0.0992,0.16,6.89e-06,0.408,1
769,0.846,1,0.22,0.00614,0.0,0.0486,1
770,0.819,4,0.256,0.142,0.0,0.106,1
771,0.8,1,0.0309,0.0354,7.25e-05,0.0915,1
772,0.412,1,0.273,0.458,0.00087,0.124,1
773,0.594,10,0.226,0.0319,0.00122,0.123,1
774,0.731,7,0.0669,0.529,0.239,0.143,1
775,0.865,11,0.198,0.282,0.000169,0.33,1
776,0.49,0,0.076,0.186,0.0,0.117,1
777,0.782,2,0.0674,0.00772,0.0,0.107,1
778,0.78,6,0.0626,0.157,0.0325,0.309,1
779,0.446,4,0.0287,0.85,0.243,0.107,1
780,0.894,7,0.0998,0.311,2.9e-05,0.239,1
781,0.848,4,0.115,0.023,0.000162,0.0265,1
782,0.388,7,0.155,0.507,0.0,0.11,1
783,0.719,2,0.0452,0.00858,0.0,0.635,1
784,0.862,8,0.116,0.335,0.000623,0.102,1
785,0.898,6,0.0393,0.188,0.000395,0.0824,1
786,0.74,5,0.0315,0.00779,2.48e-05,0.15,1
787,0.764,5,0.0854,0.0888,0.00294,0.117,1
788,0.616,5,0.0324,0.182,0.0,0.0927,1
789,0.471,10,0.157,0.122,0.0,0.125,1
790,0.741,7,0.0363,0.0433,0.00429,0.0975,1
791,0.751,8,0.034,0.0381,0.0,0.105,1
792,0.932,7,0.0424,0.311,0.000158,0.116,1
793,0.868,8,0.0828,0.0661,0.00471,0.241,1
794,0.701,8,0.0286,0.235,0.000158,0.123,1
795,0.8,11,0.0504,0.127,0.0,0.359,1
796,0.778,8,0.265,0.4,0.0,0.533,1
797,0.731,5,0.0379,0.068,3.63e-05,0.184,1
798,0.664,9,0.154,0.335,0.0,0.0849,1
799,0.692,5,0.109,0.074,0.0,0.0937,1
800,0.829,0,0.0412,0.0289,0.0,0.254,1
801,0.836,9,0.275,0.0304,0.000143,0.635,1
802,0.59,1,0.032,0.511,0.0,0.107,1
803,0.793,5,0.0709,0.0132,0.00098,0.319,1
804,0.695,4,0.0913,0.175,0.0,0.15,1
805,0.829,6,0.0421,0.0555,0.00156,0.426,1
806,0.721,7,0.264,0.501,0.0,0.109,1
807,0.434,9,0.173,0.569,3.14e-06,0.123,1
808,0.845,11,0.19,0.0825,0.0,0.26,1
809,0.71,8,0.0552,0.532,0.0,0.337,1
810,0.866,9,0.148,0.124,1.26e-05,0.596,1
811,0.902,11,0.0764,0.133,0.000333,0.119,1
812,0.671,0,0.0337,0.0018,2.54e-06,0.0921,1
813,0.763,7,0.0435,0.0301,2.23e-05,0.0901,1
814,0.609,1,0.0707,0.304,0.0,0.0926,1
815,0.679,1,0.0432,0.109,0.000986,0.104,1
816,0.554,1,0.218,0.161,6.12e-05,0.152,1
817,0.941,9,0.0466,3.84e-05,0.633,0.0511,1
818,0.838,9,0.124,0.194,7.99e-06,0.313,1
819,0.73,1,0.0598,0.00146,9.54e-05,0.0897,1
820,0.693,9,0.0898,0.0133,0.0,0.173,1
821,0.899,6,0.144,0.131,0.00141,0.114,1
822,0.831,6,0.194,0.0905,2.6e-05,0.44,1
823,0.687,0,0.043,0.152,1.6e-05,0.308,1
824,0.676,10,0.027,0.0377,0.0,0.154,1
825,0.536,6,0.242,0.41,0.0,0.129,1
826,0.771,9,0.0365,0.627,0.00101,0.271,1
827,0.869,5,0.138,0.00969,1.32e-05,0.278,1
828,0.488,3,0.208,0.506,0.0,0.347,1
829,0.893,0,0.0475,0.0441,0.000937,0.0673,1
830,0.543,10,0.24,0.0512,0.0425,0.134,1
831,0.718,3,0.0506,0.31,0.000163,0.0932,1
832,0.738,10,0.0444,0.00355,0.939,0.0633,1
833,0.696,0,0.119,0.321,0.0,0.42,1
834,0.802,0,0.0864,0.468,0.0,0.094,1
835,0.72,9,0.193,0.134,0.0,0.366,1
836,0.777,6,0.0353,0.00162,1.28e-06,0.073,1
837,0.696,7,0.0408,0.66,0.852,0.145,1
838,0.594,0,0.43,0.965,0.255,0.129,1
839,0.825,6,0.0601,0.00883,0.0,0.0674,1
840,0.669,8,0.0658,0.181,0.00347,0.0897,1
841,0.682,11,0.306,0.00152,0.0,0.0552,1
842,0.807,10,0.0336,0.0495,0.0177,0.101,1
843,0.812,9,0.0481,0.00321,1.38e-06,0.397,1
844,0.867,6,0.05,0.00453,0.00135,0.123,1
845,0.393,4,0.0539,0.451,1.35e-06,0.135,1
846,0.835,9,0.0537,0.0202,0.000999,0.145,1
847,0.621,8,0.0565,0.0164,0.00233,0.0845,1
848,0.648,3,0.125,0.2,0.0,0.127,1
849,0.797,6,0.0533,0.00543,0.00137,0.26,1
850,0.475,2,0.205,0.0214,0.0,0.351,1
851,0.703,7,0.0379,0.175,8.4e-05,0.571,1
852,0.862,2,0.126,0.0076,0.000132,0.303,1
853,0.727,6,0.389,0.185,2.46e-05,0.0626,1
854,0.722,7,0.0369,0.221,0.0,0.272,1
855,0.631,8,0.23,0.0188,0.000283,0.0954,1
856,0.436,10,0.0601,0.721,1.31e-05,0.105,1
857,0.66,1,0.079,0.256,0.0,0.111,1
858,0.865,7,0.0483,0.0141,0.0,0.245,1
859,0.795,11,0.269,0.0012,0.0193,0.0461,1
860,0.214,1,0.115,0.936,1.62e-05,0.253,1
861,0.666,6,0.0756,0.223,0.0,0.102,1
862,0.766,4,0.136,0.00302,3.61e-06,0.0684,1
863,0.744,1,0.12,0.237,0.0,0.255,1
864,0.879,4,0.0427,0.0233,0.0,0.193,1
865,0.62,8,0.232,0.414,0.0192,0.112,1
866,0.524,11,0.0502,0.112,0.0,0.203,1
867,0.615,1,0.252,0.173,0.0056,0.144,1
868,0.742,10,0.0652,0.0681,0.0,0.166,1
869,0.778,6,0.0433,0.0705,0.0,0.31,1
870,0.692,1,0.0739,0.124,0.0,0.375,1
871,0.655,1,0.0583,0.499,8.1e-06,0.688,1
872,0.548,10,0.353,0.65,1.59e-06,0.133,1
873,0.734,6,0.259,0.0242,0.0,0.0921,1
874,0.454,1,0.375,0.0194,0.0,0.0824,1
875,0.481,0,0.0803,0.234,0.0,0.269,1
876,0.64,0,0.0345,0.051,0.0,0.237,1
877,0.511,5,0.164,0.12,0.0,0.0832,1
878,0.413,0,0.0299,0.213,0.0,0.134,1
879,0.842,8,0.239,0.0578,0.00137,0.209,1
880,0.69,11,0.164,0.247,0.0,0.101,1
881,0.585,0,0.094,0.237,0.0,0.248,1
882,0.624,11,0.206,0.496,0.0,0.283,1
883,0.492,6,0.0538,0.058,0.00101,0.11,1
884,0.602,10,0.368,0.487,0.0,0.0848,1
885,0.34,11,0.0697,0.218,0.13,0.055,1
886,0.722,2,0.0355,0.0604,0.0,0.584,1
887,0.919,6,0.115,0.0271,0.000866,0.375,1
888,0.586,6,0.2,0.114,0.0,0.193,1
889,0.642,5,0.189,0.336,0.0,0.0735,1
890,0.509,0,0.467,0.192,1.49e-06,0.115,1
891,0.816,5,0.0447,0.152,0.0519,0.24,1
892,0.698,0,0.146,0.0107,0.0,0.156,1
893,0.729,5,0.0475,0.612,0.0,0.224,1
894,0.716,7,0.0385,0.0969,0.0,0.0989,1
895,0.852,5,0.0438,0.032,0.0705,0.136,1
896,0.705,3,0.0278,0.0371,1.94e-05,0.0943,1
897,0.854,8,0.177,0.016,4.95e-05,0.117,1
898,0.325,0,0.341,0.667,1.71e-05,0.1,1
899,0.637,3,0.331,0.129,0.0,0.267,1
900,0.789,11,0.243,0.0809,0.000115,0.215,1
901,0.431,6,0.0622,0.749,0.0,0.0996,1
902,0.824,0,0.413,0.206,0.000308,0.436,1
903,0.386,9,0.0548,0.755,0.00253,0.118,1
904,0.461,9,0.27,0.202,0.00402,0.162,1
905,0.704,10,0.0352,0.0646,0.0,0.445,1
906,0.537,0,0.0514,0.233,0.0,0.157,1
907,0.871,6,0.286,0.177,7.5e-06,0.266,1
908,0.685,8,0.0624,0.374,0.000155,0.581,1
909,0.706,4,0.383,0.326,0.000231,0.525,1
910,0.778,8,0.0459,0.00262,7.29e-05,0.111,1
911,0.615,1,0.137,0.435,0.00631,0.334,1
912,0.955,10,0.222,0.127,0.0,0.202,1
913,0.832,11,0.0397,0.367,0.00164,0.198,1
914,0.696,10,0.204,0.00576,0.000498,0.0754,1
915,0.75,11,0.0817,0.00421,3.47e-05,0.0775,1
916,0.895,8,0.148,0.299,0.0,0.48,1
917,0.741,11,0.334,0.0252,0.0,0.096,1
918,0.554,0,0.0383,0.207,0.0,0.132,1
919,0.729,4,0.0884,0.167,1.39e-06,0.349,1
920,0.544,4,0.0252,0.0429,0.0,0.0926,1
921,0.945,5,0.096,0.00561,0.915,0.439,1
922,0.586,10,0.0559,0.104,0.0,0.79,1
923,0.597,9,0.033,0.000399,0.0,0.367,1
924,0.631,7,0.0534,0.305,3.04e-05,0.123,1
925,0.49,1,0.209,0.289,3.04e-06,0.113,1
926,0.793,11,0.0842,0.0125,0.0,0.0952,1
927,0.633,4,0.0457,0.00776,0.0,0.0541,1
928,0.546,9,0.0575,0.3,0.0,0.102,1
929,0.718,1,0.0851,0.0195,0.0,0.075,1
930,0.725,11,0.0571,0.192,0.0,0.153,1
931,0.518,8,0.102,0.000573,0.108,0.342,1
932,0.609,2,0.481,0.0706,0.0,0.152,1
933,0.604,11,0.245,0.017,0.0,0.272,1
934,0.803,7,0.0276,0.00537,9.81e-05,0.307,1
935,0.525,5,0.0578,0.183,0.0,0.0714,1
936,0.815,4,0.101,0.206,0.0,0.631,1
937,0.673,11,0.159,0.264,3.35e-06,0.0904,1
938,0.719,7,0.0346,0.00285,8.1e-05,0.0736,1
939,0.431,10,0.0364,0.123,0.0,0.0887,1
940,0.796,8,0.0564,0.0279,1.97e-06,0.0871,1
941,0.431,8,0.135,0.731,0.0,0.696,1
942,0.611,7,0.0403,0.0582,0.0,0.155,1
943,0.792,2,0.0668,0.726,5.83e-06,0.122,1
944,0.787,11,0.367,0.189,0.0,0.129,1
945,0.591,8,0.225,0.0104,0.0,0.196,1
946,0.796,1,0.0629,0.00147,0.000209,0.0938,1
947,0.748,5,0.0865,0.0646,0.0,0.519,1
948,0.332,1,0.0836,0.326,0.0168,0.109,1
949,0.601,6,0.148,0.0522,0.0,0.46,1
950,0.716,11,0.0445,0.0879,0.03,0.0824,1
951,0.678,9,0.109,0.0669,0.0,0.274,1
952,0.707,11,0.224,0.563,6.4e-06,0.338,1
953,0.675,6,0.0442,0.0912,0.0,0.0894,1
954,0.559,6,0.0776,0.128,0.0,0.399,1
955,0.848,8,0.217,0.317,0.0,0.349,1
956,0.541,0,0.0505,0.568,0.0,0.13,1
957,0.488,6,0.0705,0.297,9.11e-06,0.0936,1
958,0.519,11,0.143,0.202,0.0,0.108,1
959,0.865,1,0.0307,0.0222,0.0012,0.605,1
960,0.826,11,0.0604,0.142,0.03,0.145,1
961,0.358,8,0.424,0.743,1.3e-06,0.0813,1
962,0.677,4,0.064,0.316,0.00127,0.268,1
963,0.74,4,0.0284,0.0115,0.00678,0.167,1
964,0.692,1,0.0259,0.0157,0.0,0.0864,1
965,0.673,0,0.175,0.000307,2.41e-06,0.093,1
966,0.558,4,0.0299,0.0789,0.000342,0.125,1
967,0.611,9,0.122,0.0766,2.5e-05,0.0684,1
